"country","energyCarrierParameterScenario","period","value","paperScen","energyCarrier","parameter","unit"
"UK","BAU",2035,0.0333956880384598,"Current policies","MCS","Station Overhead, Profit and Mark-Up","EUR/kWh"
"UK","BAU",2035,0.0333956880384598,"Removed policies","MCS","Station Overhead, Profit and Mark-Up","EUR/kWh"
"UK","BAU",2035,0.0333956880384598,"Sensitivity | Current Policies | Removed CO2 price","MCS","Station Overhead, Profit and Mark-Up","EUR/kWh"
"UK","BAU",2035,0.0333956880384598,"Sensitivity | Current Policies | Urban depot-only charging","MCS","Station Overhead, Profit and Mark-Up","EUR/kWh"
"UK","BAU",2035,0.0333956880384598,"Sensitivity | Current policies | Removed diesel efficiency gains","MCS","Station Overhead, Profit and Mark-Up","EUR/kWh"
"UK","BAU",2035,0.0333956880384598,"Sensitivity | Removed policies except for H2 tax reduction","MCS","Station Overhead, Profit and Mark-Up","EUR/kWh"
"UK","BAU",2035,0.0333956880384598,"Sensitivity | Removed policies except for bio/syn fuel mandates","MCS","Station Overhead, Profit and Mark-Up","EUR/kWh"
"UK","BAU",2035,0.0333956880384598,"Sensitivity | Removed policies | Removed diesel efficiency gains","MCS","Station Overhead, Profit and Mark-Up","EUR/kWh"
"UK","BAU",2040,0.028243479798076,"Current policies","MCS","Station Overhead, Profit and Mark-Up","EUR/kWh"
"UK","BAU",2040,0.028243479798076,"Removed policies","MCS","Station Overhead, Profit and Mark-Up","EUR/kWh"
"UK","BAU",2040,0.028243479798076,"Sensitivity | Current Policies | Removed CO2 price","MCS","Station Overhead, Profit and Mark-Up","EUR/kWh"
"UK","BAU",2040,0.028243479798076,"Sensitivity | Current Policies | Urban depot-only charging","MCS","Station Overhead, Profit and Mark-Up","EUR/kWh"
"UK","BAU",2040,0.028243479798076,"Sensitivity | Current policies | Removed diesel efficiency gains","MCS","Station Overhead, Profit and Mark-Up","EUR/kWh"
"UK","BAU",2040,0.028243479798076,"Sensitivity | Removed policies except for H2 tax reduction","MCS","Station Overhead, Profit and Mark-Up","EUR/kWh"
"UK","BAU",2040,0.028243479798076,"Sensitivity | Removed policies except for bio/syn fuel mandates","MCS","Station Overhead, Profit and Mark-Up","EUR/kWh"
"UK","BAU",2040,0.028243479798076,"Sensitivity | Removed policies | Removed diesel efficiency gains","MCS","Station Overhead, Profit and Mark-Up","EUR/kWh"
"UK","BAU",2045,0.0262629355600188,"Current policies","MCS","Station Overhead, Profit and Mark-Up","EUR/kWh"
"UK","BAU",2045,0.0262629355600188,"Removed policies","MCS","Station Overhead, Profit and Mark-Up","EUR/kWh"
"UK","BAU",2045,0.0262629355600188,"Sensitivity | Current Policies | Removed CO2 price","MCS","Station Overhead, Profit and Mark-Up","EUR/kWh"
"UK","BAU",2045,0.0262629355600188,"Sensitivity | Current Policies | Urban depot-only charging","MCS","Station Overhead, Profit and Mark-Up","EUR/kWh"
"UK","BAU",2045,0.0262629355600188,"Sensitivity | Current policies | Removed diesel efficiency gains","MCS","Station Overhead, Profit and Mark-Up","EUR/kWh"
"UK","BAU",2045,0.0262629355600188,"Sensitivity | Removed policies except for H2 tax reduction","MCS","Station Overhead, Profit and Mark-Up","EUR/kWh"
"UK","BAU",2045,0.0262629355600188,"Sensitivity | Removed policies except for bio/syn fuel mandates","MCS","Station Overhead, Profit and Mark-Up","EUR/kWh"
"UK","BAU",2045,0.0262629355600188,"Sensitivity | Removed policies | Removed diesel efficiency gains","MCS","Station Overhead, Profit and Mark-Up","EUR/kWh"
"UK","BAU",2050,0.0250850522127898,"Current policies","MCS","Station Overhead, Profit and Mark-Up","EUR/kWh"
"UK","BAU",2050,0.0250850522127898,"Removed policies","MCS","Station Overhead, Profit and Mark-Up","EUR/kWh"
"UK","BAU",2050,0.0250850522127898,"Sensitivity | Current Policies | Removed CO2 price","MCS","Station Overhead, Profit and Mark-Up","EUR/kWh"
"UK","BAU",2050,0.0250850522127898,"Sensitivity | Current Policies | Urban depot-only charging","MCS","Station Overhead, Profit and Mark-Up","EUR/kWh"
"UK","BAU",2050,0.0250850522127898,"Sensitivity | Current policies | Removed diesel efficiency gains","MCS","Station Overhead, Profit and Mark-Up","EUR/kWh"
"UK","BAU",2050,0.0250850522127898,"Sensitivity | Removed policies except for H2 tax reduction","MCS","Station Overhead, Profit and Mark-Up","EUR/kWh"
"UK","BAU",2050,0.0250850522127898,"Sensitivity | Removed policies except for bio/syn fuel mandates","MCS","Station Overhead, Profit and Mark-Up","EUR/kWh"
"UK","BAU",2050,0.0250850522127898,"Sensitivity | Removed policies | Removed diesel efficiency gains","MCS","Station Overhead, Profit and Mark-Up","EUR/kWh"
"UK","PROG",2030,0.0299096941031467,"Current policies","MCS","Station Overhead, Profit and Mark-Up","EUR/kWh"
"UK","PROG",2030,0.0299096941031467,"Removed policies","MCS","Station Overhead, Profit and Mark-Up","EUR/kWh"
"UK","PROG",2030,0.0299096941031467,"Sensitivity | Current Policies | Removed CO2 price","MCS","Station Overhead, Profit and Mark-Up","EUR/kWh"
"UK","PROG",2030,0.0299096941031467,"Sensitivity | Current Policies | Urban depot-only charging","MCS","Station Overhead, Profit and Mark-Up","EUR/kWh"
"UK","PROG",2030,0.0299096941031467,"Sensitivity | Current policies | Removed diesel efficiency gains","MCS","Station Overhead, Profit and Mark-Up","EUR/kWh"
"UK","PROG",2030,0.0299096941031467,"Sensitivity | Removed policies except for H2 tax reduction","MCS","Station Overhead, Profit and Mark-Up","EUR/kWh"
"UK","PROG",2030,0.0299096941031467,"Sensitivity | Removed policies except for bio/syn fuel mandates","MCS","Station Overhead, Profit and Mark-Up","EUR/kWh"
"UK","PROG",2030,0.0299096941031467,"Sensitivity | Removed policies | Removed diesel efficiency gains","MCS","Station Overhead, Profit and Mark-Up","EUR/kWh"
"UK","PROG",2035,0.0254635110503408,"Current policies","MCS","Station Overhead, Profit and Mark-Up","EUR/kWh"
"UK","PROG",2035,0.0254635110503408,"Removed policies","MCS","Station Overhead, Profit and Mark-Up","EUR/kWh"
"UK","PROG",2035,0.0254635110503408,"Sensitivity | Current Policies | Removed CO2 price","MCS","Station Overhead, Profit and Mark-Up","EUR/kWh"
"UK","PROG",2035,0.0254635110503408,"Sensitivity | Current Policies | Urban depot-only charging","MCS","Station Overhead, Profit and Mark-Up","EUR/kWh"
"UK","PROG",2035,0.0254635110503408,"Sensitivity | Current policies | Removed diesel efficiency gains","MCS","Station Overhead, Profit and Mark-Up","EUR/kWh"
"UK","PROG",2035,0.0254635110503408,"Sensitivity | Removed policies except for H2 tax reduction","MCS","Station Overhead, Profit and Mark-Up","EUR/kWh"
"UK","PROG",2035,0.0254635110503408,"Sensitivity | Removed policies except for bio/syn fuel mandates","MCS","Station Overhead, Profit and Mark-Up","EUR/kWh"
"UK","PROG",2035,0.0254635110503408,"Sensitivity | Removed policies | Removed diesel efficiency gains","MCS","Station Overhead, Profit and Mark-Up","EUR/kWh"
"UK","PROG",2040,0.0225542499609334,"Current policies","MCS","Station Overhead, Profit and Mark-Up","EUR/kWh"
"UK","PROG",2040,0.0225542499609334,"Removed policies","MCS","Station Overhead, Profit and Mark-Up","EUR/kWh"
"UK","PROG",2040,0.0225542499609334,"Sensitivity | Current Policies | Removed CO2 price","MCS","Station Overhead, Profit and Mark-Up","EUR/kWh"
"UK","PROG",2040,0.0225542499609334,"Sensitivity | Current Policies | Urban depot-only charging","MCS","Station Overhead, Profit and Mark-Up","EUR/kWh"
"UK","PROG",2040,0.0225542499609334,"Sensitivity | Current policies | Removed diesel efficiency gains","MCS","Station Overhead, Profit and Mark-Up","EUR/kWh"
"UK","PROG",2040,0.0225542499609334,"Sensitivity | Removed policies except for H2 tax reduction","MCS","Station Overhead, Profit and Mark-Up","EUR/kWh"
"UK","PROG",2040,0.0225542499609334,"Sensitivity | Removed policies except for bio/syn fuel mandates","MCS","Station Overhead, Profit and Mark-Up","EUR/kWh"
"UK","PROG",2040,0.0225542499609334,"Sensitivity | Removed policies | Removed diesel efficiency gains","MCS","Station Overhead, Profit and Mark-Up","EUR/kWh"
"UK","PROG",2045,0.0206334799701674,"Current policies","MCS","Station Overhead, Profit and Mark-Up","EUR/kWh"
"UK","PROG",2045,0.0206334799701674,"Removed policies","MCS","Station Overhead, Profit and Mark-Up","EUR/kWh"
"UK","PROG",2045,0.0206334799701674,"Sensitivity | Current Policies | Removed CO2 price","MCS","Station Overhead, Profit and Mark-Up","EUR/kWh"
"UK","PROG",2045,0.0206334799701674,"Sensitivity | Current Policies | Urban depot-only charging","MCS","Station Overhead, Profit and Mark-Up","EUR/kWh"
"UK","PROG",2045,0.0206334799701674,"Sensitivity | Current policies | Removed diesel efficiency gains","MCS","Station Overhead, Profit and Mark-Up","EUR/kWh"
"UK","PROG",2045,0.0206334799701674,"Sensitivity | Removed policies except for H2 tax reduction","MCS","Station Overhead, Profit and Mark-Up","EUR/kWh"
"UK","PROG",2045,0.0206334799701674,"Sensitivity | Removed policies except for bio/syn fuel mandates","MCS","Station Overhead, Profit and Mark-Up","EUR/kWh"
"UK","PROG",2045,0.0206334799701674,"Sensitivity | Removed policies | Removed diesel efficiency gains","MCS","Station Overhead, Profit and Mark-Up","EUR/kWh"
"UK","PROG",2050,0.0194930307746849,"Current policies","MCS","Station Overhead, Profit and Mark-Up","EUR/kWh"
"UK","PROG",2050,0.0194930307746849,"Removed policies","MCS","Station Overhead, Profit and Mark-Up","EUR/kWh"
"UK","PROG",2050,0.0194930307746849,"Sensitivity | Current Policies | Removed CO2 price","MCS","Station Overhead, Profit and Mark-Up","EUR/kWh"
"UK","PROG",2050,0.0194930307746849,"Sensitivity | Current Policies | Urban depot-only charging","MCS","Station Overhead, Profit and Mark-Up","EUR/kWh"
"UK","PROG",2050,0.0194930307746849,"Sensitivity | Current policies | Removed diesel efficiency gains","MCS","Station Overhead, Profit and Mark-Up","EUR/kWh"
"UK","PROG",2050,0.0194930307746849,"Sensitivity | Removed policies except for H2 tax reduction","MCS","Station Overhead, Profit and Mark-Up","EUR/kWh"
"UK","PROG",2050,0.0194930307746849,"Sensitivity | Removed policies except for bio/syn fuel mandates","MCS","Station Overhead, Profit and Mark-Up","EUR/kWh"
"UK","PROG",2050,0.0194930307746849,"Sensitivity | Removed policies | Removed diesel efficiency gains","MCS","Station Overhead, Profit and Mark-Up","EUR/kWh"
"DE","PROG",2030,0.06364,"Current policies","CCS","Wholesale","EUR/kWh"
"ES","PROG",2030,0.06364,"Current policies","CCS","Wholesale","EUR/kWh"
"FR","PROG",2030,0.06364,"Current policies","CCS","Wholesale","EUR/kWh"
"IT","PROG",2030,0.06364,"Current policies","CCS","Wholesale","EUR/kWh"
"NL","PROG",2030,0.06364,"Current policies","CCS","Wholesale","EUR/kWh"
"PL","PROG",2030,0.06364,"Current policies","CCS","Wholesale","EUR/kWh"
"UK","PROG",2030,0.06364,"Current policies","CCS","Wholesale","EUR/kWh"
"DE","PROG",2035,0.05434,"Current policies","CCS","Wholesale","EUR/kWh"
"ES","PROG",2035,0.05434,"Current policies","CCS","Wholesale","EUR/kWh"
"FR","PROG",2035,0.05434,"Current policies","CCS","Wholesale","EUR/kWh"
"IT","PROG",2035,0.05434,"Current policies","CCS","Wholesale","EUR/kWh"
"NL","PROG",2035,0.05434,"Current policies","CCS","Wholesale","EUR/kWh"
"PL","PROG",2035,0.05434,"Current policies","CCS","Wholesale","EUR/kWh"
"UK","PROG",2035,0.05434,"Current policies","CCS","Wholesale","EUR/kWh"
"DE","PROG",2040,0.0497,"Current policies","CCS","Wholesale","EUR/kWh"
"ES","PROG",2040,0.0497,"Current policies","CCS","Wholesale","EUR/kWh"
"FR","PROG",2040,0.0497,"Current policies","CCS","Wholesale","EUR/kWh"
"IT","PROG",2040,0.0497,"Current policies","CCS","Wholesale","EUR/kWh"
"NL","PROG",2040,0.0497,"Current policies","CCS","Wholesale","EUR/kWh"
"PL","PROG",2040,0.0497,"Current policies","CCS","Wholesale","EUR/kWh"
"UK","PROG",2040,0.0497,"Current policies","CCS","Wholesale","EUR/kWh"
"DE","PROG",2045,0.049,"Current policies","CCS","Wholesale","EUR/kWh"
"ES","PROG",2045,0.049,"Current policies","CCS","Wholesale","EUR/kWh"
"FR","PROG",2045,0.049,"Current policies","CCS","Wholesale","EUR/kWh"
"IT","PROG",2045,0.049,"Current policies","CCS","Wholesale","EUR/kWh"
"NL","PROG",2045,0.049,"Current policies","CCS","Wholesale","EUR/kWh"
"PL","PROG",2045,0.049,"Current policies","CCS","Wholesale","EUR/kWh"
"UK","PROG",2045,0.049,"Current policies","CCS","Wholesale","EUR/kWh"
"DE","PROG",2050,0.049,"Current policies","CCS","Wholesale","EUR/kWh"
"ES","PROG",2050,0.049,"Current policies","CCS","Wholesale","EUR/kWh"
"FR","PROG",2050,0.049,"Current policies","CCS","Wholesale","EUR/kWh"
"IT","PROG",2050,0.049,"Current policies","CCS","Wholesale","EUR/kWh"
"NL","PROG",2050,0.049,"Current policies","CCS","Wholesale","EUR/kWh"
"PL","PROG",2050,0.049,"Current policies","CCS","Wholesale","EUR/kWh"
"UK","PROG",2050,0.049,"Current policies","CCS","Wholesale","EUR/kWh"
"DE","BAU",2030,0.086,"Current policies","CCS","Wholesale","EUR/kWh"
"ES","BAU",2030,0.086,"Current policies","CCS","Wholesale","EUR/kWh"
"FR","BAU",2030,0.086,"Current policies","CCS","Wholesale","EUR/kWh"
"IT","BAU",2030,0.086,"Current policies","CCS","Wholesale","EUR/kWh"
"NL","BAU",2030,0.086,"Current policies","CCS","Wholesale","EUR/kWh"
"PL","BAU",2030,0.086,"Current policies","CCS","Wholesale","EUR/kWh"
"UK","BAU",2030,0.086,"Current policies","CCS","Wholesale","EUR/kWh"
"DE","BAU",2035,0.076,"Current policies","CCS","Wholesale","EUR/kWh"
"ES","BAU",2035,0.076,"Current policies","CCS","Wholesale","EUR/kWh"
"FR","BAU",2035,0.076,"Current policies","CCS","Wholesale","EUR/kWh"
"IT","BAU",2035,0.076,"Current policies","CCS","Wholesale","EUR/kWh"
"NL","BAU",2035,0.076,"Current policies","CCS","Wholesale","EUR/kWh"
"PL","BAU",2035,0.076,"Current policies","CCS","Wholesale","EUR/kWh"
"UK","BAU",2035,0.076,"Current policies","CCS","Wholesale","EUR/kWh"
"DE","BAU",2040,0.071,"Current policies","CCS","Wholesale","EUR/kWh"
"ES","BAU",2040,0.071,"Current policies","CCS","Wholesale","EUR/kWh"
"FR","BAU",2040,0.071,"Current policies","CCS","Wholesale","EUR/kWh"
"IT","BAU",2040,0.071,"Current policies","CCS","Wholesale","EUR/kWh"
"NL","BAU",2040,0.071,"Current policies","CCS","Wholesale","EUR/kWh"
"PL","BAU",2040,0.071,"Current policies","CCS","Wholesale","EUR/kWh"
"UK","BAU",2040,0.071,"Current policies","CCS","Wholesale","EUR/kWh"
"DE","BAU",2045,0.07,"Current policies","CCS","Wholesale","EUR/kWh"
"ES","BAU",2045,0.07,"Current policies","CCS","Wholesale","EUR/kWh"
"FR","BAU",2045,0.07,"Current policies","CCS","Wholesale","EUR/kWh"
"IT","BAU",2045,0.07,"Current policies","CCS","Wholesale","EUR/kWh"
"NL","BAU",2045,0.07,"Current policies","CCS","Wholesale","EUR/kWh"
"PL","BAU",2045,0.07,"Current policies","CCS","Wholesale","EUR/kWh"
"UK","BAU",2045,0.07,"Current policies","CCS","Wholesale","EUR/kWh"
"DE","BAU",2050,0.07,"Current policies","CCS","Wholesale","EUR/kWh"
"ES","BAU",2050,0.07,"Current policies","CCS","Wholesale","EUR/kWh"
"FR","BAU",2050,0.07,"Current policies","CCS","Wholesale","EUR/kWh"
"IT","BAU",2050,0.07,"Current policies","CCS","Wholesale","EUR/kWh"
"NL","BAU",2050,0.07,"Current policies","CCS","Wholesale","EUR/kWh"
"PL","BAU",2050,0.07,"Current policies","CCS","Wholesale","EUR/kWh"
"UK","BAU",2050,0.07,"Current policies","CCS","Wholesale","EUR/kWh"
"DE","PROG",2030,0.06364,"Removed policies","CCS","Wholesale","EUR/kWh"
"ES","PROG",2030,0.06364,"Removed policies","CCS","Wholesale","EUR/kWh"
"FR","PROG",2030,0.06364,"Removed policies","CCS","Wholesale","EUR/kWh"
"IT","PROG",2030,0.06364,"Removed policies","CCS","Wholesale","EUR/kWh"
"NL","PROG",2030,0.06364,"Removed policies","CCS","Wholesale","EUR/kWh"
"PL","PROG",2030,0.06364,"Removed policies","CCS","Wholesale","EUR/kWh"
"UK","PROG",2030,0.06364,"Removed policies","CCS","Wholesale","EUR/kWh"
"DE","PROG",2035,0.05434,"Removed policies","CCS","Wholesale","EUR/kWh"
"ES","PROG",2035,0.05434,"Removed policies","CCS","Wholesale","EUR/kWh"
"FR","PROG",2035,0.05434,"Removed policies","CCS","Wholesale","EUR/kWh"
"IT","PROG",2035,0.05434,"Removed policies","CCS","Wholesale","EUR/kWh"
"NL","PROG",2035,0.05434,"Removed policies","CCS","Wholesale","EUR/kWh"
"PL","PROG",2035,0.05434,"Removed policies","CCS","Wholesale","EUR/kWh"
"UK","PROG",2035,0.05434,"Removed policies","CCS","Wholesale","EUR/kWh"
"DE","PROG",2040,0.0497,"Removed policies","CCS","Wholesale","EUR/kWh"
"ES","PROG",2040,0.0497,"Removed policies","CCS","Wholesale","EUR/kWh"
"FR","PROG",2040,0.0497,"Removed policies","CCS","Wholesale","EUR/kWh"
"IT","PROG",2040,0.0497,"Removed policies","CCS","Wholesale","EUR/kWh"
"NL","PROG",2040,0.0497,"Removed policies","CCS","Wholesale","EUR/kWh"
"PL","PROG",2040,0.0497,"Removed policies","CCS","Wholesale","EUR/kWh"
"UK","PROG",2040,0.0497,"Removed policies","CCS","Wholesale","EUR/kWh"
"DE","PROG",2045,0.049,"Removed policies","CCS","Wholesale","EUR/kWh"
"ES","PROG",2045,0.049,"Removed policies","CCS","Wholesale","EUR/kWh"
"FR","PROG",2045,0.049,"Removed policies","CCS","Wholesale","EUR/kWh"
"IT","PROG",2045,0.049,"Removed policies","CCS","Wholesale","EUR/kWh"
"NL","PROG",2045,0.049,"Removed policies","CCS","Wholesale","EUR/kWh"
"PL","PROG",2045,0.049,"Removed policies","CCS","Wholesale","EUR/kWh"
"UK","PROG",2045,0.049,"Removed policies","CCS","Wholesale","EUR/kWh"
"DE","PROG",2050,0.049,"Removed policies","CCS","Wholesale","EUR/kWh"
"ES","PROG",2050,0.049,"Removed policies","CCS","Wholesale","EUR/kWh"
"FR","PROG",2050,0.049,"Removed policies","CCS","Wholesale","EUR/kWh"
"IT","PROG",2050,0.049,"Removed policies","CCS","Wholesale","EUR/kWh"
"NL","PROG",2050,0.049,"Removed policies","CCS","Wholesale","EUR/kWh"
"PL","PROG",2050,0.049,"Removed policies","CCS","Wholesale","EUR/kWh"
"UK","PROG",2050,0.049,"Removed policies","CCS","Wholesale","EUR/kWh"
"DE","BAU",2030,0.086,"Removed policies","CCS","Wholesale","EUR/kWh"
"ES","BAU",2030,0.086,"Removed policies","CCS","Wholesale","EUR/kWh"
"FR","BAU",2030,0.086,"Removed policies","CCS","Wholesale","EUR/kWh"
"IT","BAU",2030,0.086,"Removed policies","CCS","Wholesale","EUR/kWh"
"NL","BAU",2030,0.086,"Removed policies","CCS","Wholesale","EUR/kWh"
"PL","BAU",2030,0.086,"Removed policies","CCS","Wholesale","EUR/kWh"
"UK","BAU",2030,0.086,"Removed policies","CCS","Wholesale","EUR/kWh"
"DE","BAU",2035,0.076,"Removed policies","CCS","Wholesale","EUR/kWh"
"ES","BAU",2035,0.076,"Removed policies","CCS","Wholesale","EUR/kWh"
"FR","BAU",2035,0.076,"Removed policies","CCS","Wholesale","EUR/kWh"
"IT","BAU",2035,0.076,"Removed policies","CCS","Wholesale","EUR/kWh"
"NL","BAU",2035,0.076,"Removed policies","CCS","Wholesale","EUR/kWh"
"PL","BAU",2035,0.076,"Removed policies","CCS","Wholesale","EUR/kWh"
"UK","BAU",2035,0.076,"Removed policies","CCS","Wholesale","EUR/kWh"
"DE","BAU",2040,0.071,"Removed policies","CCS","Wholesale","EUR/kWh"
"ES","BAU",2040,0.071,"Removed policies","CCS","Wholesale","EUR/kWh"
"FR","BAU",2040,0.071,"Removed policies","CCS","Wholesale","EUR/kWh"
"IT","BAU",2040,0.071,"Removed policies","CCS","Wholesale","EUR/kWh"
"NL","BAU",2040,0.071,"Removed policies","CCS","Wholesale","EUR/kWh"
"PL","BAU",2040,0.071,"Removed policies","CCS","Wholesale","EUR/kWh"
"UK","BAU",2040,0.071,"Removed policies","CCS","Wholesale","EUR/kWh"
"DE","BAU",2045,0.07,"Removed policies","CCS","Wholesale","EUR/kWh"
"ES","BAU",2045,0.07,"Removed policies","CCS","Wholesale","EUR/kWh"
"FR","BAU",2045,0.07,"Removed policies","CCS","Wholesale","EUR/kWh"
"IT","BAU",2045,0.07,"Removed policies","CCS","Wholesale","EUR/kWh"
"NL","BAU",2045,0.07,"Removed policies","CCS","Wholesale","EUR/kWh"
"PL","BAU",2045,0.07,"Removed policies","CCS","Wholesale","EUR/kWh"
"UK","BAU",2045,0.07,"Removed policies","CCS","Wholesale","EUR/kWh"
"DE","BAU",2050,0.07,"Removed policies","CCS","Wholesale","EUR/kWh"
"ES","BAU",2050,0.07,"Removed policies","CCS","Wholesale","EUR/kWh"
"FR","BAU",2050,0.07,"Removed policies","CCS","Wholesale","EUR/kWh"
"IT","BAU",2050,0.07,"Removed policies","CCS","Wholesale","EUR/kWh"
"NL","BAU",2050,0.07,"Removed policies","CCS","Wholesale","EUR/kWh"
"PL","BAU",2050,0.07,"Removed policies","CCS","Wholesale","EUR/kWh"
"UK","BAU",2050,0.07,"Removed policies","CCS","Wholesale","EUR/kWh"
"DE","PROG",2030,0.06364,"Sensitivity | Current Policies | Urban depot-only charging","CCS","Wholesale","EUR/kWh"
"ES","PROG",2030,0.06364,"Sensitivity | Current Policies | Urban depot-only charging","CCS","Wholesale","EUR/kWh"
"FR","PROG",2030,0.06364,"Sensitivity | Current Policies | Urban depot-only charging","CCS","Wholesale","EUR/kWh"
"IT","PROG",2030,0.06364,"Sensitivity | Current Policies | Urban depot-only charging","CCS","Wholesale","EUR/kWh"
"NL","PROG",2030,0.06364,"Sensitivity | Current Policies | Urban depot-only charging","CCS","Wholesale","EUR/kWh"
"PL","PROG",2030,0.06364,"Sensitivity | Current Policies | Urban depot-only charging","CCS","Wholesale","EUR/kWh"
"UK","PROG",2030,0.06364,"Sensitivity | Current Policies | Urban depot-only charging","CCS","Wholesale","EUR/kWh"
"DE","PROG",2035,0.05434,"Sensitivity | Current Policies | Urban depot-only charging","CCS","Wholesale","EUR/kWh"
"ES","PROG",2035,0.05434,"Sensitivity | Current Policies | Urban depot-only charging","CCS","Wholesale","EUR/kWh"
"FR","PROG",2035,0.05434,"Sensitivity | Current Policies | Urban depot-only charging","CCS","Wholesale","EUR/kWh"
"IT","PROG",2035,0.05434,"Sensitivity | Current Policies | Urban depot-only charging","CCS","Wholesale","EUR/kWh"
"NL","PROG",2035,0.05434,"Sensitivity | Current Policies | Urban depot-only charging","CCS","Wholesale","EUR/kWh"
"PL","PROG",2035,0.05434,"Sensitivity | Current Policies | Urban depot-only charging","CCS","Wholesale","EUR/kWh"
"UK","PROG",2035,0.05434,"Sensitivity | Current Policies | Urban depot-only charging","CCS","Wholesale","EUR/kWh"
"DE","PROG",2040,0.0497,"Sensitivity | Current Policies | Urban depot-only charging","CCS","Wholesale","EUR/kWh"
"ES","PROG",2040,0.0497,"Sensitivity | Current Policies | Urban depot-only charging","CCS","Wholesale","EUR/kWh"
"FR","PROG",2040,0.0497,"Sensitivity | Current Policies | Urban depot-only charging","CCS","Wholesale","EUR/kWh"
"IT","PROG",2040,0.0497,"Sensitivity | Current Policies | Urban depot-only charging","CCS","Wholesale","EUR/kWh"
"NL","PROG",2040,0.0497,"Sensitivity | Current Policies | Urban depot-only charging","CCS","Wholesale","EUR/kWh"
"PL","PROG",2040,0.0497,"Sensitivity | Current Policies | Urban depot-only charging","CCS","Wholesale","EUR/kWh"
"UK","PROG",2040,0.0497,"Sensitivity | Current Policies | Urban depot-only charging","CCS","Wholesale","EUR/kWh"
"DE","PROG",2045,0.049,"Sensitivity | Current Policies | Urban depot-only charging","CCS","Wholesale","EUR/kWh"
"ES","PROG",2045,0.049,"Sensitivity | Current Policies | Urban depot-only charging","CCS","Wholesale","EUR/kWh"
"FR","PROG",2045,0.049,"Sensitivity | Current Policies | Urban depot-only charging","CCS","Wholesale","EUR/kWh"
"IT","PROG",2045,0.049,"Sensitivity | Current Policies | Urban depot-only charging","CCS","Wholesale","EUR/kWh"
"NL","PROG",2045,0.049,"Sensitivity | Current Policies | Urban depot-only charging","CCS","Wholesale","EUR/kWh"
"PL","PROG",2045,0.049,"Sensitivity | Current Policies | Urban depot-only charging","CCS","Wholesale","EUR/kWh"
"UK","PROG",2045,0.049,"Sensitivity | Current Policies | Urban depot-only charging","CCS","Wholesale","EUR/kWh"
"DE","PROG",2050,0.049,"Sensitivity | Current Policies | Urban depot-only charging","CCS","Wholesale","EUR/kWh"
"ES","PROG",2050,0.049,"Sensitivity | Current Policies | Urban depot-only charging","CCS","Wholesale","EUR/kWh"
"FR","PROG",2050,0.049,"Sensitivity | Current Policies | Urban depot-only charging","CCS","Wholesale","EUR/kWh"
"IT","PROG",2050,0.049,"Sensitivity | Current Policies | Urban depot-only charging","CCS","Wholesale","EUR/kWh"
"NL","PROG",2050,0.049,"Sensitivity | Current Policies | Urban depot-only charging","CCS","Wholesale","EUR/kWh"
"PL","PROG",2050,0.049,"Sensitivity | Current Policies | Urban depot-only charging","CCS","Wholesale","EUR/kWh"
"UK","PROG",2050,0.049,"Sensitivity | Current Policies | Urban depot-only charging","CCS","Wholesale","EUR/kWh"
"DE","BAU",2030,0.086,"Sensitivity | Current Policies | Urban depot-only charging","CCS","Wholesale","EUR/kWh"
"ES","BAU",2030,0.086,"Sensitivity | Current Policies | Urban depot-only charging","CCS","Wholesale","EUR/kWh"
"FR","BAU",2030,0.086,"Sensitivity | Current Policies | Urban depot-only charging","CCS","Wholesale","EUR/kWh"
"IT","BAU",2030,0.086,"Sensitivity | Current Policies | Urban depot-only charging","CCS","Wholesale","EUR/kWh"
"NL","BAU",2030,0.086,"Sensitivity | Current Policies | Urban depot-only charging","CCS","Wholesale","EUR/kWh"
"PL","BAU",2030,0.086,"Sensitivity | Current Policies | Urban depot-only charging","CCS","Wholesale","EUR/kWh"
"UK","BAU",2030,0.086,"Sensitivity | Current Policies | Urban depot-only charging","CCS","Wholesale","EUR/kWh"
"DE","BAU",2035,0.076,"Sensitivity | Current Policies | Urban depot-only charging","CCS","Wholesale","EUR/kWh"
"ES","BAU",2035,0.076,"Sensitivity | Current Policies | Urban depot-only charging","CCS","Wholesale","EUR/kWh"
"FR","BAU",2035,0.076,"Sensitivity | Current Policies | Urban depot-only charging","CCS","Wholesale","EUR/kWh"
"IT","BAU",2035,0.076,"Sensitivity | Current Policies | Urban depot-only charging","CCS","Wholesale","EUR/kWh"
"NL","BAU",2035,0.076,"Sensitivity | Current Policies | Urban depot-only charging","CCS","Wholesale","EUR/kWh"
"PL","BAU",2035,0.076,"Sensitivity | Current Policies | Urban depot-only charging","CCS","Wholesale","EUR/kWh"
"UK","BAU",2035,0.076,"Sensitivity | Current Policies | Urban depot-only charging","CCS","Wholesale","EUR/kWh"
"DE","BAU",2040,0.071,"Sensitivity | Current Policies | Urban depot-only charging","CCS","Wholesale","EUR/kWh"
"ES","BAU",2040,0.071,"Sensitivity | Current Policies | Urban depot-only charging","CCS","Wholesale","EUR/kWh"
"FR","BAU",2040,0.071,"Sensitivity | Current Policies | Urban depot-only charging","CCS","Wholesale","EUR/kWh"
"IT","BAU",2040,0.071,"Sensitivity | Current Policies | Urban depot-only charging","CCS","Wholesale","EUR/kWh"
