"category";"subCategory";"country";"parameter";"truckClass";"truckTechnology";"vehicleParameterScenario";"unit";"period";"value";"paperScen"
"OPEX";"Energy";"NL";"Specific Energy Consumption";"Tractor-trailer";"BET large battery";"HC_LTM";"kWh/100km";2040;105;"Sensitivity | Removed policies | Removed diesel efficiency gains"
"OPEX";"Energy";"PL";"Specific Energy Consumption";"Tractor-trailer";"BET large battery";"HC_LTM";"kWh/100km";2040;105;"Sensitivity | Removed policies | Removed diesel efficiency gains"
"OPEX";"Energy";"UK";"Specific Energy Consumption";"Tractor-trailer";"BET large battery";"HC_LTM";"kWh/100km";2040;105;"Sensitivity | Removed policies | Removed diesel efficiency gains"
"OPEX";"Energy";"DE";"Specific Energy Consumption";"Tractor-trailer";"BET small battery";"LC_HTM";"kWh/100km";2040;90;"Sensitivity | Removed policies | Removed diesel efficiency gains"
"OPEX";"Energy";"ES";"Specific Energy Consumption";"Tractor-trailer";"BET small battery";"LC_HTM";"kWh/100km";2040;90;"Sensitivity | Removed policies | Removed diesel efficiency gains"
"OPEX";"Energy";"FR";"Specific Energy Consumption";"Tractor-trailer";"BET small battery";"LC_HTM";"kWh/100km";2040;90;"Sensitivity | Removed policies | Removed diesel efficiency gains"
"OPEX";"Energy";"IT";"Specific Energy Consumption";"Tractor-trailer";"BET small battery";"LC_HTM";"kWh/100km";2040;90;"Sensitivity | Removed policies | Removed diesel efficiency gains"
"OPEX";"Energy";"NL";"Specific Energy Consumption";"Tractor-trailer";"BET small battery";"LC_HTM";"kWh/100km";2040;90;"Sensitivity | Removed policies | Removed diesel efficiency gains"
"OPEX";"Energy";"PL";"Specific Energy Consumption";"Tractor-trailer";"BET small battery";"LC_HTM";"kWh/100km";2040;90;"Sensitivity | Removed policies | Removed diesel efficiency gains"
"OPEX";"Energy";"UK";"Specific Energy Consumption";"Tractor-trailer";"BET small battery";"LC_HTM";"kWh/100km";2040;90;"Sensitivity | Removed policies | Removed diesel efficiency gains"
"OPEX";"Energy";"DE";"Specific Energy Consumption";"Tractor-trailer";"BET small battery";"MC_MTM";"kWh/100km";2040;95;"Sensitivity | Removed policies | Removed diesel efficiency gains"
"OPEX";"Energy";"ES";"Specific Energy Consumption";"Tractor-trailer";"BET small battery";"MC_MTM";"kWh/100km";2040;95;"Sensitivity | Removed policies | Removed diesel efficiency gains"
"OPEX";"Energy";"FR";"Specific Energy Consumption";"Tractor-trailer";"BET small battery";"MC_MTM";"kWh/100km";2040;95;"Sensitivity | Removed policies | Removed diesel efficiency gains"
"OPEX";"Energy";"IT";"Specific Energy Consumption";"Tractor-trailer";"BET small battery";"MC_MTM";"kWh/100km";2040;95;"Sensitivity | Removed policies | Removed diesel efficiency gains"
"OPEX";"Energy";"NL";"Specific Energy Consumption";"Tractor-trailer";"BET small battery";"MC_MTM";"kWh/100km";2040;95;"Sensitivity | Removed policies | Removed diesel efficiency gains"
"OPEX";"Energy";"PL";"Specific Energy Consumption";"Tractor-trailer";"BET small battery";"MC_MTM";"kWh/100km";2040;95;"Sensitivity | Removed policies | Removed diesel efficiency gains"
"OPEX";"Energy";"UK";"Specific Energy Consumption";"Tractor-trailer";"BET small battery";"MC_MTM";"kWh/100km";2040;95;"Sensitivity | Removed policies | Removed diesel efficiency gains"
"OPEX";"Energy";"DE";"Specific Energy Consumption";"Tractor-trailer";"BET small battery";"HC_LTM";"kWh/100km";2040;100;"Sensitivity | Removed policies | Removed diesel efficiency gains"
"OPEX";"Energy";"ES";"Specific Energy Consumption";"Tractor-trailer";"BET small battery";"HC_LTM";"kWh/100km";2040;100;"Sensitivity | Removed policies | Removed diesel efficiency gains"
"OPEX";"Energy";"FR";"Specific Energy Consumption";"Tractor-trailer";"BET small battery";"HC_LTM";"kWh/100km";2040;100;"Sensitivity | Removed policies | Removed diesel efficiency gains"
"OPEX";"Energy";"IT";"Specific Energy Consumption";"Tractor-trailer";"BET small battery";"HC_LTM";"kWh/100km";2040;100;"Sensitivity | Removed policies | Removed diesel efficiency gains"
"OPEX";"Energy";"NL";"Specific Energy Consumption";"Tractor-trailer";"BET small battery";"HC_LTM";"kWh/100km";2040;100;"Sensitivity | Removed policies | Removed diesel efficiency gains"
"OPEX";"Energy";"PL";"Specific Energy Consumption";"Tractor-trailer";"BET small battery";"HC_LTM";"kWh/100km";2040;100;"Sensitivity | Removed policies | Removed diesel efficiency gains"
"OPEX";"Energy";"UK";"Specific Energy Consumption";"Tractor-trailer";"BET small battery";"HC_LTM";"kWh/100km";2040;100;"Sensitivity | Removed policies | Removed diesel efficiency gains"
"OPEX";"Energy";"DE";"Specific Energy Consumption";"Rigid";"BET large battery";"LC_HTM";"kWh/100km";2040;85,5;"Sensitivity | Removed policies | Removed diesel efficiency gains"
"OPEX";"Energy";"ES";"Specific Energy Consumption";"Rigid";"BET large battery";"LC_HTM";"kWh/100km";2040;85,5;"Sensitivity | Removed policies | Removed diesel efficiency gains"
"OPEX";"Energy";"FR";"Specific Energy Consumption";"Rigid";"BET large battery";"LC_HTM";"kWh/100km";2040;85,5;"Sensitivity | Removed policies | Removed diesel efficiency gains"
"OPEX";"Energy";"IT";"Specific Energy Consumption";"Rigid";"BET large battery";"LC_HTM";"kWh/100km";2040;85,5;"Sensitivity | Removed policies | Removed diesel efficiency gains"
"OPEX";"Energy";"NL";"Specific Energy Consumption";"Rigid";"BET large battery";"LC_HTM";"kWh/100km";2040;85,5;"Sensitivity | Removed policies | Removed diesel efficiency gains"
"OPEX";"Energy";"PL";"Specific Energy Consumption";"Rigid";"BET large battery";"LC_HTM";"kWh/100km";2040;85,5;"Sensitivity | Removed policies | Removed diesel efficiency gains"
"OPEX";"Energy";"UK";"Specific Energy Consumption";"Rigid";"BET large battery";"LC_HTM";"kWh/100km";2040;85,5;"Sensitivity | Removed policies | Removed diesel efficiency gains"
"OPEX";"Energy";"DE";"Specific Energy Consumption";"Rigid";"BET large battery";"MC_MTM";"kWh/100km";2040;90;"Sensitivity | Removed policies | Removed diesel efficiency gains"
"OPEX";"Energy";"ES";"Specific Energy Consumption";"Rigid";"BET large battery";"MC_MTM";"kWh/100km";2040;90;"Sensitivity | Removed policies | Removed diesel efficiency gains"
"OPEX";"Energy";"FR";"Specific Energy Consumption";"Rigid";"BET large battery";"MC_MTM";"kWh/100km";2040;90;"Sensitivity | Removed policies | Removed diesel efficiency gains"
"OPEX";"Energy";"IT";"Specific Energy Consumption";"Rigid";"BET large battery";"MC_MTM";"kWh/100km";2040;90;"Sensitivity | Removed policies | Removed diesel efficiency gains"
"OPEX";"Energy";"NL";"Specific Energy Consumption";"Rigid";"BET large battery";"MC_MTM";"kWh/100km";2040;90;"Sensitivity | Removed policies | Removed diesel efficiency gains"
"OPEX";"Energy";"PL";"Specific Energy Consumption";"Rigid";"BET large battery";"MC_MTM";"kWh/100km";2040;90;"Sensitivity | Removed policies | Removed diesel efficiency gains"
"OPEX";"Energy";"UK";"Specific Energy Consumption";"Rigid";"BET large battery";"MC_MTM";"kWh/100km";2040;90;"Sensitivity | Removed policies | Removed diesel efficiency gains"
"OPEX";"Energy";"DE";"Specific Energy Consumption";"Rigid";"BET large battery";"HC_LTM";"kWh/100km";2040;94,5;"Sensitivity | Removed policies | Removed diesel efficiency gains"
"OPEX";"Energy";"ES";"Specific Energy Consumption";"Rigid";"BET large battery";"HC_LTM";"kWh/100km";2040;94,5;"Sensitivity | Removed policies | Removed diesel efficiency gains"
"OPEX";"Energy";"FR";"Specific Energy Consumption";"Rigid";"BET large battery";"HC_LTM";"kWh/100km";2040;94,5;"Sensitivity | Removed policies | Removed diesel efficiency gains"
"OPEX";"Energy";"IT";"Specific Energy Consumption";"Rigid";"BET large battery";"HC_LTM";"kWh/100km";2040;94,5;"Sensitivity | Removed policies | Removed diesel efficiency gains"
"OPEX";"Energy";"NL";"Specific Energy Consumption";"Rigid";"BET large battery";"HC_LTM";"kWh/100km";2040;94,5;"Sensitivity | Removed policies | Removed diesel efficiency gains"
"OPEX";"Energy";"PL";"Specific Energy Consumption";"Rigid";"BET large battery";"HC_LTM";"kWh/100km";2040;94,5;"Sensitivity | Removed policies | Removed diesel efficiency gains"
"OPEX";"Energy";"UK";"Specific Energy Consumption";"Rigid";"BET large battery";"HC_LTM";"kWh/100km";2040;94,5;"Sensitivity | Removed policies | Removed diesel efficiency gains"
"OPEX";"Energy";"DE";"Specific Energy Consumption";"Rigid";"BET small battery";"LC_HTM";"kWh/100km";2040;81;"Sensitivity | Removed policies | Removed diesel efficiency gains"
"OPEX";"Energy";"ES";"Specific Energy Consumption";"Rigid";"BET small battery";"LC_HTM";"kWh/100km";2040;81;"Sensitivity | Removed policies | Removed diesel efficiency gains"
"OPEX";"Energy";"FR";"Specific Energy Consumption";"Rigid";"BET small battery";"LC_HTM";"kWh/100km";2040;81;"Sensitivity | Removed policies | Removed diesel efficiency gains"
"OPEX";"Energy";"IT";"Specific Energy Consumption";"Rigid";"BET small battery";"LC_HTM";"kWh/100km";2040;81;"Sensitivity | Removed policies | Removed diesel efficiency gains"
"OPEX";"Energy";"NL";"Specific Energy Consumption";"Rigid";"BET small battery";"LC_HTM";"kWh/100km";2040;81;"Sensitivity | Removed policies | Removed diesel efficiency gains"
"OPEX";"Energy";"PL";"Specific Energy Consumption";"Rigid";"BET small battery";"LC_HTM";"kWh/100km";2040;81;"Sensitivity | Removed policies | Removed diesel efficiency gains"
"OPEX";"Energy";"UK";"Specific Energy Consumption";"Rigid";"BET small battery";"LC_HTM";"kWh/100km";2040;81;"Sensitivity | Removed policies | Removed diesel efficiency gains"
"OPEX";"Energy";"DE";"Specific Energy Consumption";"Rigid";"BET small battery";"MC_MTM";"kWh/100km";2040;85,5;"Sensitivity | Removed policies | Removed diesel efficiency gains"
"OPEX";"Energy";"ES";"Specific Energy Consumption";"Rigid";"BET small battery";"MC_MTM";"kWh/100km";2040;85,5;"Sensitivity | Removed policies | Removed diesel efficiency gains"
"OPEX";"Energy";"FR";"Specific Energy Consumption";"Rigid";"BET small battery";"MC_MTM";"kWh/100km";2040;85,5;"Sensitivity | Removed policies | Removed diesel efficiency gains"
"OPEX";"Energy";"IT";"Specific Energy Consumption";"Rigid";"BET small battery";"MC_MTM";"kWh/100km";2040;85,5;"Sensitivity | Removed policies | Removed diesel efficiency gains"
"OPEX";"Energy";"NL";"Specific Energy Consumption";"Rigid";"BET small battery";"MC_MTM";"kWh/100km";2040;85,5;"Sensitivity | Removed policies | Removed diesel efficiency gains"
"OPEX";"Energy";"PL";"Specific Energy Consumption";"Rigid";"BET small battery";"MC_MTM";"kWh/100km";2040;85,5;"Sensitivity | Removed policies | Removed diesel efficiency gains"
"OPEX";"Energy";"UK";"Specific Energy Consumption";"Rigid";"BET small battery";"MC_MTM";"kWh/100km";2040;85,5;"Sensitivity | Removed policies | Removed diesel efficiency gains"
"OPEX";"Energy";"DE";"Specific Energy Consumption";"Rigid";"BET small battery";"HC_LTM";"kWh/100km";2040;90;"Sensitivity | Removed policies | Removed diesel efficiency gains"
"OPEX";"Energy";"ES";"Specific Energy Consumption";"Rigid";"BET small battery";"HC_LTM";"kWh/100km";2040;90;"Sensitivity | Removed policies | Removed diesel efficiency gains"
"OPEX";"Energy";"FR";"Specific Energy Consumption";"Rigid";"BET small battery";"HC_LTM";"kWh/100km";2040;90;"Sensitivity | Removed policies | Removed diesel efficiency gains"
"OPEX";"Energy";"IT";"Specific Energy Consumption";"Rigid";"BET small battery";"HC_LTM";"kWh/100km";2040;90;"Sensitivity | Removed policies | Removed diesel efficiency gains"
"OPEX";"Energy";"NL";"Specific Energy Consumption";"Rigid";"BET small battery";"HC_LTM";"kWh/100km";2040;90;"Sensitivity | Removed policies | Removed diesel efficiency gains"
"OPEX";"Energy";"PL";"Specific Energy Consumption";"Rigid";"BET small battery";"HC_LTM";"kWh/100km";2040;90;"Sensitivity | Removed policies | Removed diesel efficiency gains"
"OPEX";"Energy";"UK";"Specific Energy Consumption";"Rigid";"BET small battery";"HC_LTM";"kWh/100km";2040;90;"Sensitivity | Removed policies | Removed diesel efficiency gains"
"OPEX";"M&R";"DE";"M&R + Tires specific costs";"Tractor-trailer";"ICET";"LC_HTM";"EUR/vehkm";2040;0,185;"Sensitivity | Removed policies | Removed diesel efficiency gains"
"OPEX";"M&R";"ES";"M&R + Tires specific costs";"Tractor-trailer";"ICET";"LC_HTM";"EUR/vehkm";2040;0,185;"Sensitivity | Removed policies | Removed diesel efficiency gains"
"OPEX";"M&R";"FR";"M&R + Tires specific costs";"Tractor-trailer";"ICET";"LC_HTM";"EUR/vehkm";2040;0,185;"Sensitivity | Removed policies | Removed diesel efficiency gains"
"OPEX";"M&R";"IT";"M&R + Tires specific costs";"Tractor-trailer";"ICET";"LC_HTM";"EUR/vehkm";2040;0,185;"Sensitivity | Removed policies | Removed diesel efficiency gains"
"OPEX";"M&R";"NL";"M&R + Tires specific costs";"Tractor-trailer";"ICET";"LC_HTM";"EUR/vehkm";2040;0,185;"Sensitivity | Removed policies | Removed diesel efficiency gains"
"OPEX";"M&R";"PL";"M&R + Tires specific costs";"Tractor-trailer";"ICET";"LC_HTM";"EUR/vehkm";2040;0,185;"Sensitivity | Removed policies | Removed diesel efficiency gains"
"OPEX";"M&R";"UK";"M&R + Tires specific costs";"Tractor-trailer";"ICET";"LC_HTM";"EUR/vehkm";2040;0,185;"Sensitivity | Removed policies | Removed diesel efficiency gains"
"OPEX";"M&R";"DE";"M&R + Tires specific costs";"Tractor-trailer";"ICET";"MC_MTM";"EUR/vehkm";2040;0,185;"Sensitivity | Removed policies | Removed diesel efficiency gains"
"OPEX";"M&R";"ES";"M&R + Tires specific costs";"Tractor-trailer";"ICET";"MC_MTM";"EUR/vehkm";2040;0,185;"Sensitivity | Removed policies | Removed diesel efficiency gains"
"OPEX";"M&R";"FR";"M&R + Tires specific costs";"Tractor-trailer";"ICET";"MC_MTM";"EUR/vehkm";2040;0,185;"Sensitivity | Removed policies | Removed diesel efficiency gains"
"OPEX";"M&R";"IT";"M&R + Tires specific costs";"Tractor-trailer";"ICET";"MC_MTM";"EUR/vehkm";2040;0,185;"Sensitivity | Removed policies | Removed diesel efficiency gains"
"OPEX";"M&R";"NL";"M&R + Tires specific costs";"Tractor-trailer";"ICET";"MC_MTM";"EUR/vehkm";2040;0,185;"Sensitivity | Removed policies | Removed diesel efficiency gains"
"OPEX";"M&R";"PL";"M&R + Tires specific costs";"Tractor-trailer";"ICET";"MC_MTM";"EUR/vehkm";2040;0,185;"Sensitivity | Removed policies | Removed diesel efficiency gains"
"OPEX";"M&R";"UK";"M&R + Tires specific costs";"Tractor-trailer";"ICET";"MC_MTM";"EUR/vehkm";2040;0,185;"Sensitivity | Removed policies | Removed diesel efficiency gains"
"OPEX";"M&R";"DE";"M&R + Tires specific costs";"Tractor-trailer";"ICET";"HC_LTM";"EUR/vehkm";2040;0,185;"Sensitivity | Removed policies | Removed diesel efficiency gains"
"OPEX";"M&R";"ES";"M&R + Tires specific costs";"Tractor-trailer";"ICET";"HC_LTM";"EUR/vehkm";2040;0,185;"Sensitivity | Removed policies | Removed diesel efficiency gains"
"OPEX";"M&R";"FR";"M&R + Tires specific costs";"Tractor-trailer";"ICET";"HC_LTM";"EUR/vehkm";2040;0,185;"Sensitivity | Removed policies | Removed diesel efficiency gains"
"OPEX";"M&R";"IT";"M&R + Tires specific costs";"Tractor-trailer";"ICET";"HC_LTM";"EUR/vehkm";2040;0,185;"Sensitivity | Removed policies | Removed diesel efficiency gains"
"OPEX";"M&R";"NL";"M&R + Tires specific costs";"Tractor-trailer";"ICET";"HC_LTM";"EUR/vehkm";2040;0,185;"Sensitivity | Removed policies | Removed diesel efficiency gains"
"OPEX";"M&R";"PL";"M&R + Tires specific costs";"Tractor-trailer";"ICET";"HC_LTM";"EUR/vehkm";2040;0,185;"Sensitivity | Removed policies | Removed diesel efficiency gains"
"OPEX";"M&R";"UK";"M&R + Tires specific costs";"Tractor-trailer";"ICET";"HC_LTM";"EUR/vehkm";2040;0,185;"Sensitivity | Removed policies | Removed diesel efficiency gains"
"OPEX";"M&R";"DE";"M&R + Tires specific costs";"Rigid";"ICET";"LC_HTM";"EUR/vehkm";2040;0,185;"Sensitivity | Removed policies | Removed diesel efficiency gains"
"OPEX";"M&R";"ES";"M&R + Tires specific costs";"Rigid";"ICET";"LC_HTM";"EUR/vehkm";2040;0,185;"Sensitivity | Removed policies | Removed diesel efficiency gains"
"OPEX";"M&R";"FR";"M&R + Tires specific costs";"Rigid";"ICET";"LC_HTM";"EUR/vehkm";2040;0,185;"Sensitivity | Removed policies | Removed diesel efficiency gains"
"OPEX";"M&R";"IT";"M&R + Tires specific costs";"Rigid";"ICET";"LC_HTM";"EUR/vehkm";2040;0,185;"Sensitivity | Removed policies | Removed diesel efficiency gains"
"OPEX";"M&R";"NL";"M&R + Tires specific costs";"Rigid";"ICET";"LC_HTM";"EUR/vehkm";2040;0,185;"Sensitivity | Removed policies | Removed diesel efficiency gains"
"OPEX";"M&R";"PL";"M&R + Tires specific costs";"Rigid";"ICET";"LC_HTM";"EUR/vehkm";2040;0,185;"Sensitivity | Removed policies | Removed diesel efficiency gains"
"OPEX";"M&R";"UK";"M&R + Tires specific costs";"Rigid";"ICET";"LC_HTM";"EUR/vehkm";2040;0,185;"Sensitivity | Removed policies | Removed diesel efficiency gains"
"OPEX";"M&R";"DE";"M&R + Tires specific costs";"Rigid";"ICET";"MC_MTM";"EUR/vehkm";2040;0,185;"Sensitivity | Removed policies | Removed diesel efficiency gains"
"OPEX";"M&R";"ES";"M&R + Tires specific costs";"Rigid";"ICET";"MC_MTM";"EUR/vehkm";2040;0,185;"Sensitivity | Removed policies | Removed diesel efficiency gains"
"OPEX";"M&R";"FR";"M&R + Tires specific costs";"Rigid";"ICET";"MC_MTM";"EUR/vehkm";2040;0,185;"Sensitivity | Removed policies | Removed diesel efficiency gains"
"OPEX";"M&R";"IT";"M&R + Tires specific costs";"Rigid";"ICET";"MC_MTM";"EUR/vehkm";2040;0,185;"Sensitivity | Removed policies | Removed diesel efficiency gains"
"OPEX";"M&R";"NL";"M&R + Tires specific costs";"Rigid";"ICET";"MC_MTM";"EUR/vehkm";2040;0,185;"Sensitivity | Removed policies | Removed diesel efficiency gains"
"OPEX";"M&R";"PL";"M&R + Tires specific costs";"Rigid";"ICET";"MC_MTM";"EUR/vehkm";2040;0,185;"Sensitivity | Removed policies | Removed diesel efficiency gains"
"OPEX";"M&R";"UK";"M&R + Tires specific costs";"Rigid";"ICET";"MC_MTM";"EUR/vehkm";2040;0,185;"Sensitivity | Removed policies | Removed diesel efficiency gains"
"OPEX";"M&R";"DE";"M&R + Tires specific costs";"Rigid";"ICET";"HC_LTM";"EUR/vehkm";2040;0,185;"Sensitivity | Removed policies | Removed diesel efficiency gains"
"OPEX";"M&R";"ES";"M&R + Tires specific costs";"Rigid";"ICET";"HC_LTM";"EUR/vehkm";2040;0,185;"Sensitivity | Removed policies | Removed diesel efficiency gains"
"OPEX";"M&R";"FR";"M&R + Tires specific costs";"Rigid";"ICET";"HC_LTM";"EUR/vehkm";2040;0,185;"Sensitivity | Removed policies | Removed diesel efficiency gains"
"OPEX";"M&R";"IT";"M&R + Tires specific costs";"Rigid";"ICET";"HC_LTM";"EUR/vehkm";2040;0,185;"Sensitivity | Removed policies | Removed diesel efficiency gains"
"OPEX";"M&R";"NL";"M&R + Tires specific costs";"Rigid";"ICET";"HC_LTM";"EUR/vehkm";2040;0,185;"Sensitivity | Removed policies | Removed diesel efficiency gains"
"OPEX";"M&R";"PL";"M&R + Tires specific costs";"Rigid";"ICET";"HC_LTM";"EUR/vehkm";2040;0,185;"Sensitivity | Removed policies | Removed diesel efficiency gains"
"OPEX";"M&R";"UK";"M&R + Tires specific costs";"Rigid";"ICET";"HC_LTM";"EUR/vehkm";2040;0,185;"Sensitivity | Removed policies | Removed diesel efficiency gains"
"OPEX";"Energy";"DE";"Specific Energy Consumption";"Tractor-trailer";"FCET";"LC_HTM";"kWh/100km";2040;181;"Sensitivity | Removed policies | Removed diesel efficiency gains"
"OPEX";"Energy";"ES";"Specific Energy Consumption";"Tractor-trailer";"FCET";"LC_HTM";"kWh/100km";2040;181;"Sensitivity | Removed policies | Removed diesel efficiency gains"
"OPEX";"Energy";"FR";"Specific Energy Consumption";"Tractor-trailer";"FCET";"LC_HTM";"kWh/100km";2040;181;"Sensitivity | Removed policies | Removed diesel efficiency gains"
"OPEX";"Energy";"IT";"Specific Energy Consumption";"Tractor-trailer";"FCET";"LC_HTM";"kWh/100km";2040;181;"Sensitivity | Removed policies | Removed diesel efficiency gains"
"OPEX";"Energy";"NL";"Specific Energy Consumption";"Tractor-trailer";"FCET";"LC_HTM";"kWh/100km";2040;181;"Sensitivity | Removed policies | Removed diesel efficiency gains"
"OPEX";"Energy";"PL";"Specific Energy Consumption";"Tractor-trailer";"FCET";"LC_HTM";"kWh/100km";2040;181;"Sensitivity | Removed policies | Removed diesel efficiency gains"
"OPEX";"Energy";"UK";"Specific Energy Consumption";"Tractor-trailer";"FCET";"LC_HTM";"kWh/100km";2040;181;"Sensitivity | Removed policies | Removed diesel efficiency gains"
"OPEX";"Energy";"DE";"Specific Energy Consumption";"Tractor-trailer";"FCET";"MC_MTM";"kWh/100km";2040;201;"Sensitivity | Removed policies | Removed diesel efficiency gains"
"OPEX";"Energy";"ES";"Specific Energy Consumption";"Tractor-trailer";"FCET";"MC_MTM";"kWh/100km";2040;201;"Sensitivity | Removed policies | Removed diesel efficiency gains"
"OPEX";"Energy";"FR";"Specific Energy Consumption";"Tractor-trailer";"FCET";"MC_MTM";"kWh/100km";2040;201;"Sensitivity | Removed policies | Removed diesel efficiency gains"
"OPEX";"Energy";"IT";"Specific Energy Consumption";"Tractor-trailer";"FCET";"MC_MTM";"kWh/100km";2040;201;"Sensitivity | Removed policies | Removed diesel efficiency gains"
"OPEX";"Energy";"NL";"Specific Energy Consumption";"Tractor-trailer";"FCET";"MC_MTM";"kWh/100km";2040;201;"Sensitivity | Removed policies | Removed diesel efficiency gains"
"OPEX";"Energy";"PL";"Specific Energy Consumption";"Tractor-trailer";"FCET";"MC_MTM";"kWh/100km";2040;201;"Sensitivity | Removed policies | Removed diesel efficiency gains"
"OPEX";"Energy";"UK";"Specific Energy Consumption";"Tractor-trailer";"FCET";"MC_MTM";"kWh/100km";2040;201;"Sensitivity | Removed policies | Removed diesel efficiency gains"
"OPEX";"Energy";"DE";"Specific Energy Consumption";"Tractor-trailer";"FCET";"HC_LTM";"kWh/100km";2040;240;"Sensitivity | Removed policies | Removed diesel efficiency gains"
"OPEX";"Energy";"ES";"Specific Energy Consumption";"Tractor-trailer";"FCET";"HC_LTM";"kWh/100km";2040;240;"Sensitivity | Removed policies | Removed diesel efficiency gains"
"OPEX";"Energy";"FR";"Specific Energy Consumption";"Tractor-trailer";"FCET";"HC_LTM";"kWh/100km";2040;240;"Sensitivity | Removed policies | Removed diesel efficiency gains"
"OPEX";"Energy";"IT";"Specific Energy Consumption";"Tractor-trailer";"FCET";"HC_LTM";"kWh/100km";2040;240;"Sensitivity | Removed policies | Removed diesel efficiency gains"
"OPEX";"Energy";"NL";"Specific Energy Consumption";"Tractor-trailer";"FCET";"HC_LTM";"kWh/100km";2040;240;"Sensitivity | Removed policies | Removed diesel efficiency gains"
"OPEX";"Energy";"PL";"Specific Energy Consumption";"Tractor-trailer";"FCET";"HC_LTM";"kWh/100km";2040;240;"Sensitivity | Removed policies | Removed diesel efficiency gains"
"OPEX";"Energy";"UK";"Specific Energy Consumption";"Tractor-trailer";"FCET";"HC_LTM";"kWh/100km";2040;240;"Sensitivity | Removed policies | Removed diesel efficiency gains"
"OPEX";"Energy";"DE";"Specific Energy Consumption";"Rigid";"FCET";"LC_HTM";"kWh/100km";2040;162,9;"Sensitivity | Removed policies | Removed diesel efficiency gains"
"OPEX";"Energy";"ES";"Specific Energy Consumption";"Rigid";"FCET";"LC_HTM";"kWh/100km";2040;162,9;"Sensitivity | Removed policies | Removed diesel efficiency gains"
"OPEX";"Energy";"FR";"Specific Energy Consumption";"Rigid";"FCET";"LC_HTM";"kWh/100km";2040;162,9;"Sensitivity | Removed policies | Removed diesel efficiency gains"
"OPEX";"Energy";"IT";"Specific Energy Consumption";"Rigid";"FCET";"LC_HTM";"kWh/100km";2040;162,9;"Sensitivity | Removed policies | Removed diesel efficiency gains"
"OPEX";"Energy";"NL";"Specific Energy Consumption";"Rigid";"FCET";"LC_HTM";"kWh/100km";2040;162,9;"Sensitivity | Removed policies | Removed diesel efficiency gains"
"OPEX";"Energy";"PL";"Specific Energy Consumption";"Rigid";"FCET";"LC_HTM";"kWh/100km";2040;162,9;"Sensitivity | Removed policies | Removed diesel efficiency gains"
"OPEX";"Energy";"UK";"Specific Energy Consumption";"Rigid";"FCET";"LC_HTM";"kWh/100km";2040;162,9;"Sensitivity | Removed policies | Removed diesel efficiency gains"
"OPEX";"Energy";"DE";"Specific Energy Consumption";"Rigid";"FCET";"MC_MTM";"kWh/100km";2040;180,9;"Sensitivity | Removed policies | Removed diesel efficiency gains"
"OPEX";"Energy";"ES";"Specific Energy Consumption";"Rigid";"FCET";"MC_MTM";"kWh/100km";2040;180,9;"Sensitivity | Removed policies | Removed diesel efficiency gains"
"OPEX";"Energy";"FR";"Specific Energy Consumption";"Rigid";"FCET";"MC_MTM";"kWh/100km";2040;180,9;"Sensitivity | Removed policies | Removed diesel efficiency gains"
"OPEX";"Energy";"IT";"Specific Energy Consumption";"Rigid";"FCET";"MC_MTM";"kWh/100km";2040;180,9;"Sensitivity | Removed policies | Removed diesel efficiency gains"
"OPEX";"Energy";"NL";"Specific Energy Consumption";"Rigid";"FCET";"MC_MTM";"kWh/100km";2040;180,9;"Sensitivity | Removed policies | Removed diesel efficiency gains"
"OPEX";"Energy";"PL";"Specific Energy Consumption";"Rigid";"FCET";"MC_MTM";"kWh/100km";2040;180,9;"Sensitivity | Removed policies | Removed diesel efficiency gains"
"OPEX";"Energy";"UK";"Specific Energy Consumption";"Rigid";"FCET";"MC_MTM";"kWh/100km";2040;180,9;"Sensitivity | Removed policies | Removed diesel efficiency gains"
"OPEX";"Energy";"DE";"Specific Energy Consumption";"Rigid";"FCET";"HC_LTM";"kWh/100km";2040;216;"Sensitivity | Removed policies | Removed diesel efficiency gains"
"OPEX";"Energy";"ES";"Specific Energy Consumption";"Rigid";"FCET";"HC_LTM";"kWh/100km";2040;216;"Sensitivity | Removed policies | Removed diesel efficiency gains"
"OPEX";"Energy";"FR";"Specific Energy Consumption";"Rigid";"FCET";"HC_LTM";"kWh/100km";2040;216;"Sensitivity | Removed policies | Removed diesel efficiency gains"
"OPEX";"Energy";"IT";"Specific Energy Consumption";"Rigid";"FCET";"HC_LTM";"kWh/100km";2040;216;"Sensitivity | Removed policies | Removed diesel efficiency gains"
"OPEX";"Energy";"NL";"Specific Energy Consumption";"Rigid";"FCET";"HC_LTM";"kWh/100km";2040;216;"Sensitivity | Removed policies | Removed diesel efficiency gains"
"OPEX";"Energy";"PL";"Specific Energy Consumption";"Rigid";"FCET";"HC_LTM";"kWh/100km";2040;216;"Sensitivity | Removed policies | Removed diesel efficiency gains"
"OPEX";"Energy";"UK";"Specific Energy Consumption";"Rigid";"FCET";"HC_LTM";"kWh/100km";2040;216;"Sensitivity | Removed policies | Removed diesel efficiency gains"
"OPEX";"M&R";"DE";"M&R + Tires specific costs";"Tractor-trailer";"FCET";"LC_HTM";"% compared DT";2040;0,6;"Sensitivity | Removed policies | Removed diesel efficiency gains"
"OPEX";"M&R";"ES";"M&R + Tires specific costs";"Tractor-trailer";"FCET";"LC_HTM";"% compared DT";2040;0,6;"Sensitivity | Removed policies | Removed diesel efficiency gains"
